File,MAE,MAPE,RMSE,RÂ²
dt_results.csv,0.0569878366458368,2.377103157112339,0.09624639598684993,0.3376691097474246
svr_results.csv,0.04144512531120366,1.7450445194295137,0.07196616259445371,0.6296922939114615
rf_results.csv,0.0464712508516829,1.9226999186173772,0.07596215727012572,0.587427156629333
tcn_results.csv,0.04485376735078534,1.8438600926702284,0.06966342297914833,0.6530110229066203
lstm_results.csv,0.04261536015183246,1.7601511956819038,0.06640729055847226,0.6846901188397713
bitcn_results.csv,0.04072502831937173,1.6710797358699185,0.06164283672732115,0.7283114782528106
vmd_lstm_results.csv,0.05255750552879581,2.1494211406071364,0.0805998288987536,0.5355122143270319
emd_lstm_results.csv,0.02711466838743456,1.101668527024779,0.04004900183419241,0.8853195334417456
eemd_lstm_results.csv,0.025438898377850946,1.0321726352781497,0.03670853641393055,0.9036525593961209
ceemdan_lstm_results.csv,0.02126525745026179,0.8613129411052708,0.03279281984139375,0.9231111111915876
ceemdan_vmd_lstm_results.csv,0.02997567892670157,1.2080948213938751,0.03916799444134104,0.8903095729265447
ceemdan_emd_lstm_results.csv,0.02161048221465971,0.8763347307722361,0.032168673268889586,0.92601011407114
ceemdan_eemd_lstm_results.csv,0.02127291798429321,0.8640577056897037,0.03180462148119202,0.9276753199855579
Proposed_results.csv,0.01891634704188483,0.7601227132284164,0.026187446558225903,0.9509665595836139
